tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag8,tag9,tag10,tag11,tag12,tag13,tag14,tag15,tag16,tag17,tag18,tag19,tag20,tag21,tag22,tag23,tag24,tag25,tag26,tag27,tag28,tag29,tag30,tag31,tag32,tag33,class
3,7,3,12,6,12,13,3,7,7,12,28,3,12,6,3,12,12,6,3,12,34,28,6,3,12,28,18,6,3,12,6,13,3
6,3,7,12,6,12,1,12,3,12,28,23,19,12,1,28,25,3,12,25,27,6,3,13,3,13,31,6,2,3,12,33,32,3
20,27,6,3,12,1,32,3,12,3,12,6,19,12,14,13,1,13,31,30,6,7,12,25,27,12,6,12,12,25,12,1,13,3
3,7,12,6,14,28,3,12,12,6,1,28,25,29,13,14,3,12,32,12,8,6,25,27,20,29,19,12,25,27,3,13,6,3
3,12,17,7,13,3,12,20,28,19,12,17,7,13,36,18,28,1,28,6,3,12,12,1,28,25,27,20,20,6,3,7,12,3
12,28,29,3,12,6,19,7,12,29,13,1,29,13,6,14,17,14,14,14,14,32,18,32,13,7,1,12,29,12,25,3,12,3
13,28,3,12,12,20,1,29,25,27,6,3,12,6,14,14,12,13,28,1,28,18,36,18,28,18,25,3,12,12,18,28,30,3
7,1,7,6,13,1,18,28,20,20,6,19,12,30,3,13,20,31,18,12,17,12,1,28,12,3,12,11,20,27,3,7,12,3
3,7,12,28,3,7,7,12,6,14,6,3,14,14,6,14,29,13,1,29,2,6,8,13,7,25,27,2,13,6,2,13,28,3
30,25,3,12,36,2,8,13,28,3,7,12,13,31,7,6,14,6,3,12,32,6,7,12,13,1,3,14,14,14,28,6,3,3
3,12,12,6,3,12,12,6,3,12,6,14,12,28,3,12,6,3,12,29,25,3,12,4,31,6,9,2,7,6,3,7,7,3
12,14,28,3,12,12,1,7,7,12,18,31,20,30,12,20,1,18,31,29,6,18,3,7,14,14,28,6,3,12,32,29,12,3
6,19,12,25,27,23,34,28,18,20,28,3,12,25,27,7,1,25,27,25,27,13,3,12,28,6,7,7,13,6,14,14,1,3
14,14,3,7,7,12,6,14,28,3,7,7,13,1,19,12,28,6,3,7,12,18,28,6,18,28,6,12,1,28,25,27,12,3
1,28,20,27,34,25,27,6,20,18,28,25,27,3,12,6,19,12,18,28,6,18,28,7,6,18,28,3,12,6,18,1,28,3
6,18,28,13,21,6,18,28,18,28,6,13,31,25,27,13,30,6,13,1,18,32,6,18,32,7,18,32,18,25,27,25,27,3
6,3,32,20,34,18,32,6,3,12,14,17,7,12,32,7,1,3,14,14,1,7,12,13,31,7,6,19,12,0,0,0,0,3
3,12,30,3,14,14,32,2,6,20,2,13,25,27,6,14,14,18,32,3,12,17,7,12,12,18,28,3,12,6,2,1,18,3
32,20,7,13,6,13,3,12,28,30,6,2,6,7,14,14,3,7,12,28,3,7,12,30,14,14,14,20,18,28,19,12,3,3
30,12,12,6,2,18,28,3,12,6,3,12,1,28,34,18,28,3,14,12,28,3,12,20,3,12,28,6,7,12,1,18,28,3
30,30,20,6,14,11,20,27,30,18,25,3,7,6,18,11,27,30,30,3,12,28,3,7,12,33,28,23,3,12,14,14,34,3
3,14,14,14,6,3,7,12,30,6,14,14,1,14,14,20,31,3,12,6,3,7,12,1,19,9,12,32,3,12,6,3,12,3
1,18,32,20,30,7,18,28,3,7,12,25,27,23,3,12,6,2,6,18,28,20,6,20,25,27,30,6,19,12,1,12,18,3
28,3,7,12,6,13,6,13,6,12,6,3,12,20,32,3,7,12,6,12,12,6,3,12,32,6,7,13,3,12,32,30,29,3
3,12,12,6,14,14,28,20,29,19,12,28,36,3,12,12,20,28,3,7,12,29,3,12,6,3,12,20,3,12,12,20,28,3
13,1,13,1,20,4,28,3,13,31,3,12,3,13,28,25,12,3,12,12,12,28,3,7,12,6,3,12,0,0,0,0,0,3
12,28,6,12,3,12,6,3,12,30,6,3,12,6,3,12,6,3,7,12,2,7,13,31,28,30,3,14,14,14,14,28,6,3
3,12,28,6,3,7,12,6,3,12,13,28,6,3,12,28,36,3,12,28,30,6,3,12,17,13,7,12,13,31,29,19,7,3
3,7,7,12,12,30,14,28,19,12,28,7,25,27,19,12,32,19,12,6,29,12,20,30,6,7,12,6,19,12,3,12,28,3
6,14,32,20,8,21,7,1,28,25,27,23,6,13,18,32,6,18,32,25,27,6,8,12,1,6,18,32,6,12,18,32,20,3
27,20,7,7,14,13,31,30,3,12,1,8,13,31,29,18,25,27,19,13,17,13,14,12,32,20,7,6,7,12,6,3,14,3
15,20,13,11,20,27,18,13,20,31,6,18,31,20,27,20,13,25,27,6,3,12,32,7,6,13,18,31,13,6,18,31,29,3
7,12,12,7,13,14,14,1,29,14,1,19,8,12,14,14,31,29,30,6,3,12,12,12,6,19,7,12,12,28,29,18,3,3
12,31,29,3,7,12,6,19,7,12,12,1,18,31,30,29,13,6,19,7,12,13,1,13,3,13,31,30,13,6,3,14,14,3
14,6,7,14,17,14,14,1,18,11,20,27,3,12,1,13,20,6,3,12,31,30,25,27,30,6,19,13,20,0,0,0,0,3
6,7,13,14,17,7,7,12,6,14,28,3,7,12,6,13,29,6,3,13,31,30,20,29,18,6,6,12,1,12,6,29,12,3
13,19,12,1,29,12,20,28,18,25,27,13,31,30,2,13,6,3,7,12,1,19,12,20,32,25,27,18,1,27,19,13,23,3
18,28,3,13,31,13,1,20,28,18,6,7,13,20,18,11,27,3,13,6,3,12,13,6,19,7,12,12,20,0,0,0,0,3
3,14,14,14,12,28,3,12,8,6,2,6,2,13,33,32,25,27,3,7,14,12,6,3,14,14,29,18,3,9,7,6,3,3
12,3,7,7,12,11,27,30,6,6,13,1,6,13,6,7,13,6,3,12,12,3,12,17,12,32,25,27,7,25,27,27,18,3
1,27,18,6,3,12,3,12,32,6,29,3,7,14,14,20,20,3,7,12,28,3,12,1,28,3,14,12,6,3,12,28,20,3
29,14,3,12,6,14,14,28,14,29,3,7,14,12,25,27,3,12,6,6,2,13,13,28,6,18,28,23,2,13,6,12,6,3
18,33,32,3,12,6,2,7,13,6,3,7,12,3,12,28,6,19,12,6,2,6,19,2,13,18,20,28,3,12,6,3,12,3
6,14,1,28,20,3,7,12,3,12,6,6,2,13,2,13,2,13,3,7,14,13,1,12,6,7,12,30,6,3,12,0,0,3
14,1,13,28,6,14,14,6,3,12,6,14,14,14,7,13,31,30,29,6,3,12,6,3,13,31,7,13,14,28,3,13,6,3
7,12,1,7,28,12,6,7,13,25,27,18,6,3,12,1,6,12,13,14,3,6,3,2,12,28,12,1,28,19,12,0,0,3
6,14,14,13,28,29,6,3,14,12,36,12,7,28,3,12,28,23,6,2,13,12,28,3,12,6,3,7,12,6,13,1,28,3
13,30,25,27,3,12,6,3,12,12,28,2,6,3,13,14,15,32,6,19,12,13,31,29,6,36,25,7,12,3,12,28,20,3
6,18,31,20,30,34,18,11,27,6,25,27,6,3,12,18,11,20,27,18,3,12,6,3,20,7,20,12,6,14,3,12,6,3
3,7,12,32,3,12,13,3,12,1,3,7,12,6,12,20,20,29,3,12,1,12,13,25,3,12,31,6,18,32,3,7,12,3
20,2,12,3,12,28,29,23,3,12,6,3,7,6,14,14,14,14,14,6,14,14,28,3,12,1,20,28,23,19,12,25,27,3
3,7,12,3,12,28,20,7,6,29,30,6,18,28,6,19,12,12,1,28,3,7,12,6,14,28,3,12,12,7,13,6,3,3
7,14,14,3,7,12,14,12,32,2,6,3,9,7,13,20,30,1,11,18,27,3,12,13,1,7,14,14,28,3,7,12,6,3
3,12,6,14,3,7,28,20,25,3,29,12,1,3,12,20,28,7,6,18,6,3,12,2,13,28,25,27,8,6,2,6,3,3
13,6,14,28,34,18,31,32,3,13,6,2,6,3,12,17,9,12,29,25,3,12,3,13,33,13,28,6,14,28,25,3,12,3
3,20,7,20,7,12,6,3,7,12,1,12,7,12,1,7,13,6,7,13,29,3,13,20,6,6,2,2,13,7,3,13,20,3
28,3,7,12,6,13,6,7,13,33,11,27,18,25,27,34,13,6,12,3,12,6,13,31,29,18,36,3,12,28,3,2,2,3
13,20,3,13,28,29,3,12,6,2,6,3,12,12,28,6,18,28,23,3,13,6,3,12,29,25,27,6,9,2,8,13,6,3
3,7,7,12,28,6,14,1,18,28,6,4,28,2,13,6,3,12,3,7,12,28,3,2,18,20,31,3,12,1,3,13,6,3
3,12,28,3,12,17,8,13,3,7,7,12,28,6,3,7,12,32,30,6,3,12,33,32,6,3,12,32,30,6,7,12,6,3
3,12,1,12,29,6,7,13,6,3,12,3,12,11,27,36,3,12,32,8,6,12,1,3,12,32,30,6,13,12,1,12,13,3
6,2,2,13,28,6,14,6,2,13,6,6,3,7,12,3,12,28,3,12,3,7,12,3,14,14,32,6,2,2,13,31,12,3
1,18,32,6,12,13,6,13,30,6,14,17,12,4,28,20,7,3,7,12,6,14,28,6,3,7,12,32,20,6,7,13,6,3
13,11,27,7,1,7,13,6,3,7,7,12,6,3,7,12,12,13,28,13,6,3,13,6,29,12,13,3,13,28,7,13,25,3
3,13,17,13,1,3,7,13,31,13,1,3,12,3,13,31,6,3,13,11,27,12,6,3,13,17,29,13,6,14,1,27,18,3
6,14,14,17,12,12,13,28,19,12,33,32,6,14,25,14,6,7,13,6,3,12,13,31,18,3,7,12,1,3,7,12,6,3
12,32,2,25,2,13,6,12,13,1,13,31,3,12,12,6,3,12,6,13,31,3,12,6,3,12,25,12,3,13,18,28,6,3
3,7,12,6,14,32,29,13,3,12,25,27,7,12,6,20,29,3,12,6,18,32,3,29,12,6,6,25,2,13,6,12,13,3
11,27,3,7,12,1,3,12,6,7,13,1,18,11,27,13,6,3,12,17,12,3,12,6,3,7,12,3,12,32,2,13,1,3
7,14,6,9,2,12,28,6,3,7,12,13,6,14,14,3,12,28,6,2,13,1,28,3,2,20,20,6,30,6,3,12,12,3
6,2,12,28,3,12,6,14,14,1,28,18,25,14,20,3,12,32,3,12,3,12,32,3,12,6,12,6,19,12,3,12,6,3
3,7,12,28,6,3,12,6,19,7,6,14,14,1,3,13,1,3,12,12,11,27,6,3,12,29,12,6,3,12,1,3,12,3
12,28,20,1,30,12,6,12,13,28,25,27,12,6,3,12,6,3,12,28,20,13,28,25,27,23,19,13,3,12,20,6,3,3
3,7,12,6,12,30,14,1,18,32,20,30,29,3,13,6,12,29,6,9,2,13,3,12,1,8,6,3,12,13,6,3,7,3
2,13,14,13,31,29,3,13,34,31,30,19,13,3,12,20,28,6,3,12,29,3,7,12,6,3,7,7,6,12,18,11,27,3
3,14,14,6,14,32,29,3,12,33,32,13,25,27,36,3,7,12,32,6,7,13,6,13,3,7,12,6,12,32,7,29,7,3
13,6,19,12,33,31,3,12,17,13,33,31,23,7,13,30,23,6,12,7,13,11,20,27,13,31,12,12,1,12,6,13,20,3
20,30,6,13,14,32,30,25,27,36,3,12,11,27,6,3,12,1,18,32,23,19,12,6,3,12,12,0,0,0,0,0,0,3
4,31,7,7,12,13,6,3,14,3,12,12,32,30,23,6,3,7,12,6,36,25,27,18,18,28,25,27,3,12,3,7,12,3
32,30,6,6,12,13,33,31,20,30,20,4,31,13,29,12,6,14,1,3,12,6,3,12,11,27,2,6,18,3,12,32,29,3
3,12,12,28,3,12,12,3,7,12,28,6,6,3,12,6,3,12,3,12,6,3,12,12,12,7,1,3,7,12,28,23,6,3
3,14,12,12,3,12,21,20,28,18,6,18,28,25,27,29,6,3,12,18,11,20,20,27,3,12,1,18,28,25,6,6,3,3
7,14,14,14,28,3,7,12,6,14,6,3,14,14,6,13,28,3,2,13,3,13,28,29,6,3,12,19,12,20,20,6,14,3
6,2,13,28,6,3,7,12,6,14,33,32,29,20,13,6,19,12,6,20,2,13,3,13,28,6,14,36,18,28,30,6,6,3
19,13,6,14,13,18,28,3,2,13,6,12,34,3,13,28,6,29,7,13,6,12,1,13,28,30,25,3,12,1,18,31,23,3
3,7,7,12,12,14,30,25,27,6,3,14,2,1,3,14,2,28,25,3,13,6,19,7,12,3,12,28,23,6,14,17,14,3
14,14,6,3,7,12,3,14,14,14,6,14,14,28,3,12,1,3,12,13,28,3,12,17,12,6,1,12,6,3,7,12,0,3
14,14,28,30,6,19,13,6,3,12,7,2,13,20,1,20,6,3,12,6,7,12,18,11,27,19,7,12,1,12,20,4,31,3
13,6,19,12,25,27,3,12,6,12,13,25,27,13,33,31,3,12,25,27,3,13,6,19,7,12,13,31,6,3,7,32,3,3
7,12,6,12,25,27,3,30,1,3,12,6,14,33,32,29,3,12,32,30,3,7,12,6,18,32,7,25,27,3,12,1,27,3
7,13,28,6,14,6,14,2,6,3,12,6,3,7,12,6,12,2,12,13,28,30,1,8,6,2,13,28,6,3,13,7,14,3
14,28,30,6,19,12,6,3,7,12,14,31,6,18,28,6,12,6,18,28,3,12,6,13,3,12,17,12,28,3,12,1,14,3
14,17,7,12,28,3,12,3,7,7,13,28,6,3,14,12,1,30,12,6,3,7,12,3,13,28,13,1,28,13,1,13,3,3
28,6,3,13,6,3,14,14,33,32,6,3,7,12,3,12,28,13,6,3,14,7,12,6,18,28,6,7,13,6,7,14,2,3
6,3,13,28,13,25,2,6,3,13,12,6,29,18,6,18,20,28,3,12,1,28,6,6,12,17,12,7,13,28,6,3,7,3
6,14,4,32,3,7,12,6,3,7,12,33,32,7,6,19,12,12,18,32,20,27,13,6,29,19,13,6,18,3,12,20,7,3
6,6,19,7,12,6,14,1,18,11,27,6,2,1,2,13,6,18,25,27,3,12,32,6,7,12,25,27,7,25,27,18,19,3
3,12,6,14,14,28,6,3,12,12,3,7,2,13,12,18,32,3,9,12,25,27,30,6,14,14,6,6,2,13,36,3,12,3
28,18,18,28,25,12,18,6,25,3,12,29,6,18,11,27,3,12,6,3,7,7,12,3,14,6,14,14,28,6,18,28,6,3
6,3,12,6,18,32,13,25,27,2,12,3,12,6,3,14,14,14,11,27,6,12,25,12,1,20,20,29,3,12,12,20,6,3
3,12,3,12,32,20,12,25,3,12,3,7,12,30,6,3,7,14,14,28,14,14,32,3,12,6,12,6,6,2,12,18,28,3
3,12,25,27,3,12,3,7,13,1,20,28,3,13,20,20,25,27,3,7,12,14,28,6,12,1,12,6,3,14,28,18,6,3
3,14,12,28,14,14,28,25,27,12,25,14,14,12,14,14,6,3,7,12,6,3,12,17,12,13,28,12,6,3,12,6,18,3
32,3,12,36,3,12,28,18,28,6,18,28,6,3,12,17,13,25,27,12,32,3,7,12,6,3,7,14,17,1,6,18,32,3
30,18,11,20,27,30,6,3,12,3,12,28,6,3,13,11,27,6,3,12,6,3,14,14,17,12,25,3,7,12,12,17,0,3
6,3,12,7,12,6,14,3,7,12,28,3,12,3,12,6,19,12,36,18,28,18,25,27,18,20,28,25,27,3,12,6,3,3
7,12,28,18,6,6,14,14,14,28,13,28,6,12,6,3,12,28,3,12,6,7,12,3,7,12,28,3,7,12,6,3,12,3
33,28,3,12,6,19,13,13,31,6,3,12,30,14,14,11,27,30,3,1,18,28,6,3,12,11,27,13,20,25,27,3,7,3
14,7,13,31,20,2,13,6,3,12,6,3,14,1,14,25,27,7,13,1,25,27,19,12,6,3,12,3,13,28,3,14,14,3
14,6,14,14,14,25,14,2,28,13,28,3,13,36,18,28,19,12,14,15,3,12,12,28,6,3,12,28,20,3,12,1,3,3
29,23,6,3,14,17,32,3,7,12,12,33,32,3,13,6,3,13,3,12,32,3,7,12,12,6,7,13,6,13,11,27,3,3
12,6,7,13,3,12,3,14,14,14,14,28,27,3,12,3,12,32,6,2,12,13,31,6,3,12,6,2,25,2,13,6,3,3
12,1,20,20,3,12,32,30,3,7,17,12,7,6,3,13,31,30,7,1,6,3,2,32,30,3,12,28,32,19,12,0,0,3
7,13,28,7,12,6,12,6,3,7,12,12,3,12,17,12,12,28,6,13,6,3,7,12,33,31,20,7,13,6,12,6,14,3
14,32,7,25,27,6,3,12,1,27,3,3,13,3,14,15,32,29,3,2,12,13,25,27,6,2,2,13,6,18,28,6,14,3
6,14,13,28,3,12,14,33,28,29,3,12,6,3,12,30,14,13,28,14,6,6,18,11,27,18,20,25,3,12,18,28,3,3
12,25,14,14,14,33,32,6,2,13,25,3,12,6,3,7,12,18,11,27,20,1,7,6,3,12,6,3,12,6,13,14,32,3
6,14,3,12,30,14,12,28,19,12,6,3,7,12,1,32,20,25,3,12,6,18,32,13,6,3,12,19,12,32,30,20,1,3
6,19,12,18,28,2,13,25,27,18,14,28,6,18,28,18,2,13,25,27,19,12,1,18,32,6,18,11,27,13,17,12,25,3
1,27,12,18,28,6,18,32,25,27,19,12,1,27,19,7,12,17,6,18,32,19,12,18,32,3,13,33,31,6,12,3,32,3
3,12,29,3,12,6,3,12,6,14,28,3,12,36,18,28,3,12,6,18,3,12,28,18,6,3,7,12,17,1,28,19,12,3
25,12,1,13,13,28,13,25,3,12,1,28,3,12,12,25,3,12,14,28,3,12,6,18,31,7,1,6,3,13,28,1,3,3
3,12,6,14,28,19,7,12,12,12,6,6,3,12,3,12,28,30,6,12,12,6,2,6,3,12,6,19,12,14,14,3,12,3
6,3,12,28,25,3,12,20,6,3,12,18,28,7,1,28,3,12,25,3,13,6,3,13,12,18,28,6,18,32,3,7,12,3
3,6,14,1,6,3,32,3,12,33,18,32,20,27,20,18,32,2,6,3,22,7,13,6,18,28,25,27,6,3,12,20,3,3
3,12,30,14,28,18,25,3,9,12,6,2,13,6,3,12,3,28,3,14,14,14,13,34,28,18,3,12,14,32,3,7,12,3
34,13,28,6,3,12,6,14,6,2,7,13,7,6,12,1,12,14,14,28,6,3,12,12,28,3,7,12,18,28,6,14,28,3
23,6,3,12,12,1,18,32,30,23,25,27,7,1,20,3,7,12,18,20,28,25,27,6,2,13,25,2,13,7,6,18,28,3
3,12,6,7,12,13,28,19,12,12,6,19,13,28,18,25,12,6,3,12,6,14,14,1,13,6,3,12,11,27,3,12,25,3
27,19,12,3,13,31,28,3,12,6,3,12,6,3,14,14,1,6,30,6,3,7,12,18,3,28,25,27,20,25,3,12,3,3
6,3,2,7,13,28,19,13,6,12,1,2,28,25,3,7,12,1,28,6,25,7,12,3,7,2,28,3,7,12,20,29,23,3
3,7,12,28,30,20,6,3,12,17,12,6,12,1,13,12,6,7,13,20,20,20,11,3,12,12,12,6,7,13,1,19,12,3
11,20,27,18,3,7,12,6,13,7,13,1,13,28,3,12,18,32,30,6,3,12,33,32,3,13,6,13,11,27,6,13,6,3
20,13,11,27,3,12,20,28,3,12,6,12,6,3,7,12,12,28,3,14,14,14,3,7,7,12,28,3,12,12,25,3,12,3
3,7,12,1,12,32,30,3,7,12,25,27,19,2,13,18,32,19,12,6,3,12,6,3,12,3,12,32,7,6,29,12,6,3
18,32,7,7,1,32,3,7,12,3,12,32,6,3,29,12,32,3,20,21,7,12,6,12,30,6,13,3,12,32,30,6,3,3
13,29,6,3,7,7,14,12,12,28,3,12,6,19,13,36,18,28,20,30,6,3,7,12,7,13,1,3,14,12,6,3,12,3
30,12,12,28,3,12,6,3,12,27,12,12,29,7,29,7,12,25,27,30,6,3,7,12,3,12,28,3,13,6,3,13,6,3
3,14,14,14,32,3,7,12,12,33,32,3,13,6,2,13,6,6,3,12,4,32,3,12,12,6,3,7,12,1,18,32,3,3
12,17,7,12,25,27,12,6,2,12,3,13,31,29,6,6,3,7,12,33,11,27,7,1,18,32,19,13,2,12,28,6,29,3
3,12,13,1,6,7,12,32,7,6,18,32,7,12,12,3,12,6,3,12,28,6,3,12,32,6,29,3,14,12,30,1,29,3
12,6,3,12,6,12,2,7,14,13,31,20,6,3,12,2,12,28,6,18,32,29,6,3,12,6,12,1,12,30,20,25,27,3
14,34,32,3,7,12,12,6,7,14,14,28,29,3,12,6,14,6,12,6,3,12,12,1,28,6,3,12,18,28,19,12,6,3
3,7,12,29,6,18,28,6,18,28,29,25,27,6,29,19,12,1,2,13,1,18,28,25,27,23,3,12,18,28,18,2,13,3
3,7,12,34,28,3,12,6,3,12,6,28,2,2,6,12,12,14,18,1,19,12,28,29,3,12,18,28,7,6,4,28,13,3
6,3,12,12,36,18,28,18,18,28,12,13,3,12,28,3,12,3,12,28,3,13,20,6,12,1,28,18,3,12,13,31,6,3
6,14,14,13,28,6,3,7,12,30,6,2,6,14,14,17,7,13,3,28,3,12,25,3,12,13,12,33,28,7,13,20,14,3
14,17,12,32,30,7,15,6,14,14,13,28,6,14,17,12,3,13,28,30,6,14,14,17,12,18,28,6,18,6,18,28,20,3
25,27,3,12,6,3,12,18,28,25,27,6,14,2,6,3,13,28,6,3,28,2,8,12,30,6,3,7,12,20,3,12,6,3
14,28,34,14,14,32,30,7,7,15,28,3,12,6,12,6,3,12,11,27,14,12,6,3,7,14,12,2,12,28,6,18,32,3
3,12,28,29,3,12,6,7,14,36,2,13,28,3,13,6,7,13,18,28,25,27,3,12,1,28,6,3,7,20,6,18,28,3
27,3,7,7,20,18,28,7,25,27,20,1,32,6,6,12,17,12,29,12,6,3,13,28,7,12,3,12,28,30,0,0,0,3
3,12,6,14,28,29,25,27,23,19,12,36,18,20,28,3,12,1,28,30,20,18,28,20,30,3,12,12,1,28,3,12,12,3
25,7,12,6,18,28,6,3,12,3,7,12,28,25,27,3,12,14,6,3,12,6,3,12,28,18,1,28,12,3,12,12,28,3
25,27,3,12,6,3,12,12,31,3,12,12,1,27,3,12,3,12,17,12,28,25,27,20,20,1,28,30,25,12,0,0,0,3
13,6,13,31,30,29,3,13,6,14,28,2,13,6,6,14,14,18,31,29,3,12,12,29,25,29,7,12,6,3,12,6,3,3
12,3,29,12,28,6,3,13,28,29,6,12,1,12,6,3,12,6,3,12,6,13,31,12,6,18,1,11,20,27,18,7,13,3
28,3,14,6,3,14,25,27,19,12,1,28,7,12,6,18,28,6,18,11,27,18,27,7,12,6,3,12,0,0,0,0,0,3
3,12,12,28,6,3,7,12,12,12,6,14,29,6,3,7,12,6,14,36,14,20,6,7,13,12,28,3,12,6,3,7,12,3
1,28,18,20,29,2,13,1,29,6,9,2,8,3,12,28,12,6,6,12,36,13,1,13,31,7,6,13,29,19,12,3,14,3
14,14,33,32,14,17,14,14,12,25,27,13,28,12,6,3,12,29,3,12,12,28,3,12,6,14,17,20,14,13,31,20,29,3
13,6,14,11,20,12,3,12,6,3,12,17,7,14,13,1,3,14,14,29,3,12,21,7,6,20,6,3,12,13,31,3,7,3
3,12,12,6,14,28,20,25,3,7,12,7,12,6,3,12,28,3,12,6,3,20,7,14,12,3,12,6,3,12,32,30,29,3
3,12,6,12,25,3,12,6,18,28,6,3,12,12,1,20,6,3,7,12,28,7,3,12,1,28,12,6,3,12,3,12,28,3
18,6,12,29,3,12,6,3,12,12,1,29,6,29,23,3,12,6,13,6,3,12,1,29,23,6,3,12,29,3,12,12,6,3
12,6,19,13,3,7,12,30,25,27,3,12,3,12,6,12,6,3,12,1,3,12,20,28,19,13,30,7,1,28,3,12,29,3
6,3,12,6,6,13,33,32,6,2,7,13,14,12,28,6,18,28,30,3,12,29,6,6,1,3,12,18,11,27,21,7,6,3
6,14,14,1,6,3,12,12,28,23,3,12,12,25,27,13,6,3,12,6,14,3,7,12,12,28,3,12,25,3,12,1,28,3
6,18,28,7,14,3,12,28,6,3,13,6,3,12,28,6,18,28,13,17,1,28,18,27,3,6,3,9,13,6,7,7,12,3
17,20,13,28,23,6,3,12,28,30,25,27,7,1,20,7,18,28,12,6,3,12,12,6,3,7,12,30,14,14,34,28,30,3
2,13,29,28,30,6,14,3,12,28,1,28,6,18,28,6,3,7,13,6,19,13,28,3,14,17,13,14,3,7,12,28,3,3
3,12,30,14,28,7,1,13,28,30,6,19,13,6,18,28,18,6,3,12,1,28,18,12,19,12,28,6,12,28,7,6,19,3
12,28,29,7,13,7,6,29,7,29,13,1,29,14,28,3,12,6,3,12,6,19,12,6,19,12,1,28,18,6,3,12,6,3
19,12,19,12,28,3,12,6,19,12,1,28,18,25,3,13,25,27,19,13,20,15,28,3,12,7,1,28,6,14,28,3,7,3
14,14,32,30,30,6,3,7,14,6,14,6,3,14,14,29,3,9,12,6,3,12,17,12,6,3,12,6,2,6,2,13,13,3
1,12,13,30,6,3,12,12,6,19,12,12,14,28,6,18,11,27,12,1,12,29,3,12,18,28,13,6,14,17,14,5,14,3
13,6,6,3,12,30,6,3,12,6,14,6,14,25,27,12,6,3,12,12,6,13,29,12,6,14,1,14,20,20,3,12,32,3
30,6,18,28,20,30,2,13,20,6,2,13,1,20,25,2,13,29,12,3,12,34,32,12,6,3,12,6,13,29,3,14,14,3
14,1,14,28,6,18,11,20,27,20,1,18,32,20,20,27,25,27,25,3,12,6,12,25,27,18,20,29,6,3,12,32,12,3
7,14,14,11,20,27,6,18,32,3,9,12,6,3,12,6,19,12,32,2,13,20,18,28,3,7,12,12,12,14,14,6,3,3
14,14,32,6,19,12,32,7,6,7,13,7,6,29,13,29,12,12,1,29,29,6,3,12,6,3,12,20,13,31,19,12,12,3
18,32,6,36,18,32,12,7,18,32,30,6,29,3,9,12,6,3,12,6,18,32,6,18,32,25,27,18,23,6,18,3,32,3
3,13,6,3,7,12,14,17,20,7,12,32,2,3,22,7,7,13,25,27,30,18,6,3,7,7,12,6,3,14,14,6,14,3
7,14,14,6,3,14,28,12,6,2,6,29,7,25,27,1,18,20,28,12,25,27,25,27,6,18,28,25,27,6,19,7,13,3
6,12,6,3,2,1,2,18,28,30,25,27,6,29,3,12,36,19,13,28,14,28,6,18,28,30,23,1,28,20,7,29,7,3
13,31,3,13,1,3,12,1,28,6,18,28,12,25,20,27,25,27,18,32,29,12,1,32,6,18,11,27,7,13,25,27,20,3
13,6,14,28,25,3,13,6,12,6,12,1,28,3,12,6,14,14,14,13,31,6,3,12,32,3,9,7,12,6,2,20,12,3
13,31,6,14,20,32,8,13,6,3,7,12,14,28,13,29,14,14,3,12,12,34,28,6,3,7,13,0,0,0,0,0,0,3
3,12,6,7,12,12,12,6,12,32,30,30,6,12,3,12,28,30,25,7,14,6,3,14,14,12,6,14,14,14,28,3,12,3
6,19,12,12,12,7,12,18,28,6,3,12,17,17,33,28,13,6,12,6,7,12,6,12,14,13,13,31,25,27,3,5,6,3
6,29,18,6,12,12,28,23,6,13,3,20,7,7,12,30,2,14,17,32,30,30,6,3,7,12,18,32,30,30,25,27,12,3
12,1,13,3,12,17,7,12,28,6,3,12,6,7,28,3,12,6,7,12,20,20,29,13,7,12,1,20,12,13,6,3,7,3
3,7,14,14,28,3,7,12,6,2,6,3,12,29,30,20,3,12,28,29,6,3,12,6,13,30,6,3,14,14,3,12,36,3
3,28,32,6,2,2,7,13,20,6,14,18,32,13,13,25,27,3,7,13,30,6,3,7,14,14,33,32,30,29,13,6,12,3
13,6,13,6,3,7,12,14,14,28,6,14,3,12,11,27,6,3,12,32,6,3,7,12,6,18,32,12,13,18,20,28,13,3
6,3,12,6,19,12,1,13,33,18,20,28,3,32,3,12,6,18,28,30,25,27,6,6,3,12,3,12,28,25,19,13,6,3
